,Date,Username,Location,Tweet,Sentiment
108,2022-09-26 13:57:02+00:00,explore_ai_acad,South Africa,"Ready for your next adventure? â°

Admissions for our 2023 data science and data engineering courses are open.

Follow the link to apply now!

https://t.co/uLqwlRKafd

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/kVcwTgDE7X",Neutral
109,2022-09-22 12:27:01+00:00,explore_ai_acad,South Africa,"Letâ€™s talk regression!  ğŸ’»

Regression explains the relationship between two or more variables. It predicts the value of a dependent variable based on two or more independent (explanatory) variables.

#ExploreAIAcademy #DataScience #DataEngineering #MachineLearning https://t.co/koNIWQTX3s",Neutral
110,2022-09-21 12:24:01+00:00,explore_ai_acad,South Africa,"From tech support to fraud analyst ğŸ’ª

After finishing our data science course, Rizqah found a job as a fraud analyst.

Visit our website for more information on our courses.

#ExploreAIAcademy #DataScience #DataEngineering #AcceleratorIncomeShareAgreement https://t.co/b0CN05KPIx",Positive
111,2022-09-20 08:55:01+00:00,explore_ai_acad,South Africa,"Data science in agriculture! ğŸ§‘â€ğŸŒ¾

Did you know data science can be used to fight food scarcity by informing decisions which reduce drought damage and predict crop sizes?

#ExploreAIAcademy #DataScience #DataEngineering
#Agriculture https://t.co/Bkk5ekndxu",Neutral
112,2022-09-15 09:36:01+00:00,explore_ai_acad,South Africa,"How does AI really work? ğŸ¤”

Artificial intelligence is a system that is programmed to mimic human intelligence and behaviour.

How do you think AI can make our lives better?

#ExploreAIAcademy #DataScience #DataEngineering #AI https://t.co/61iwfhSMhQ",Neutral
113,2022-09-14 12:44:01+00:00,explore_ai_acad,South Africa,"Why ExploreAI Academy? ğŸ’»

We equip our students with the highest-quality learning material, all you need to bring is a hunger to learn!

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/P8wZPxQvGa",Neutral
114,2022-09-13 13:52:02+00:00,explore_ai_acad,South Africa,"We love hearing from our Explorers! ğŸ§‘â€ğŸš€

All the best for the future, Jack.

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/6YZN8R3eRq",Positive
115,2022-09-09 09:43:11+00:00,MissKki,,@explore_ai_acad Do guys work with Spotify ??,Neutral
116,2022-09-09 08:10:01+00:00,explore_ai_acad,South Africa,"Data science is part of our everyday lives.

Recommender system algorithms use data to serve you up media that youâ€™re likely to enjoy.

Thanks to data we can have less â€˜skipsâ€™ and more â€˜repeatsâ€™. ğŸ§

#ExploreAIAcademy #DataScience #DataEngineering #Spotify https://t.co/6kK42bleCf",Neutral
117,2022-09-07 12:16:01+00:00,explore_ai_acad,South Africa,"Meet Megan! ğŸ§‘â€ğŸš€

When Megan is not using her background in science and business to help us at ExploreAI, sheâ€™s spending time on a good book or watching her kids play sports.

Leave any questions for her in the comments below. ğŸ’¬

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/ee0mXiR0aT",Positive
118,2022-09-06 14:22:57+00:00,explore_ai_acad,South Africa,Studying data science enabled me to:,Neutral
119,2022-09-05 13:22:02+00:00,explore_ai_acad,South Africa,"Thoughts from Explorers ğŸ§‘â€ğŸš€

We love hearing about our studentsâ€™ successes and we are happy to be part of every journey!

Thank you for your message, Caleb Tanko.

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/LFO2WC2NCu",Positive
120,2022-09-01 08:49:00+00:00,explore_ai_acad,South Africa,"No degree? No problem! ğŸ§‘â€ğŸ’»

We value students with aptitude and attitude. No prior education or experience is required to enrol in our courses.

Follow the link in our bio for more information.

#ExploreAIAcademy #DataScience #TechMyths https://t.co/H2jfThAdDs",Neutral
121,2022-09-01 08:14:26+00:00,GirlCode_za,Africa,@Lydiebug_xo @Browndo87694031 @wethinkcode @UmuziOrg @HypDev @explore_ai_acad Thank you for the mentionğŸ™ŒğŸ¾. Please apply for the AWS cloud practitioner program: https://t.co/F6vx7qKRr8,Positive
122,2022-09-01 07:10:22+00:00,Browndo87694031,,@Lydiebug_xo @wethinkcode @UmuziOrg @HypDev @explore_ai_acad @GirlCode_za Thank You,Positive
123,2022-08-31 13:28:01+00:00,explore_ai_acad,South Africa,"Solving complex problems requires a strategic approach. ğŸ¤”

In this insightful webinar Jaco, our Curriculum Director talks about effective problem solving and critical thinking.

#ExploreAIAcademy #DataScience  #DataEngineering #ProblemSolving 

https://t.co/KNiEmJHVzl",Neutral
124,2022-08-30 16:02:52+00:00,KininiAbigael,Kenya,@explore_ai_acad No I wasn't askedğŸ˜­ğŸ˜­ğŸ˜­ I want to be askedğŸ˜­ğŸ˜­ğŸ˜­ I've been way too invested ğŸ˜­ğŸ˜­ğŸ˜­,Negative
125,2022-08-30 14:57:01+00:00,explore_ai_acad,South Africa,"Weâ€™re celebrating our very own women in tech! ğŸ‘©â€ğŸ’»

We asked our Explorers what they think about entering the tech industry as a woman.

Joanne, an ExploreAI Academy graduate turned Head of Admissions, talks about breaking norms.

#ExploreAIAcademy 

https://t.co/FgGyC0xqFy",Neutral
126,2022-08-26 11:18:07+00:00,explore_ai_acad,South Africa,"Which is your preferred cloud technology?â˜ï¸
Let us know why in the comments ğŸ’¬",Neutral
127,2022-08-26 07:31:24+00:00,SteveO_Codes,Cape Town,"Anyone in #CapeTown studying #dataengineering or related skills like #Python, #SQL, #AWS ? Would be great to connect and partner up on the journey. I am currently studying through @explore_ai_acad for the next year.",Positive
128,2022-08-25 12:46:01+00:00,explore_ai_acad,South Africa,"When youâ€™re studying, you want to learn from industry experts.
When youâ€™re hiring, you want to find experienced professionals.

Our industry experts keep our course content up to date, ensuring our students are market-ready with relevant data skills. ğŸ§‘â€ğŸ“

#ExploreAIAcademy https://t.co/SYeZVKshAA",Neutral
129,2022-08-25 08:21:07+00:00,explore_ai_acad,South Africa,@SteveO_Codes We are excited to have you onboard ğŸš€   All the best for the year ahead!,Positive
130,2022-08-24 17:57:17+00:00,SteveO_Codes,Cape Town,@explore_ai_acad I'd like to know if Caryn has any tips for current DE students at EXPLORE. What are some really important concepts to focus on and what can we do to make sure we stand out when we start looking for jobs? ğŸš€ğŸ‘¨â€ğŸš€,Positive
131,2022-08-24 17:33:22+00:00,SteveO_Codes,Cape Town,"I recently started studying #dataengineering with @explore_ai_acad here in CPT, SA. 
I plan to use my Twitter to document what I learn and build as I go through this journey, dedicating a year to learning.

#100DaysOfCode #CodeNewbie #Python",Positive
132,2022-08-24 12:53:13+00:00,explore_ai_acad,South Africa,"EXPLORE Data Science Academy is nowâ€¦ExploreAI Academy! New brand, same life-changing data science and data engineering courses. Follow the link below for more details about our refreshed identity as @explore_ai .
https://t.co/8aMpaa2IqQ",Positive
133,2022-08-22 13:17:01+00:00,explore_ai_acad,South Africa,"#MeetTheExplorersğŸ‘©â€ğŸš€

EXPLORE AI team member, Caryn, studied at our Academy and is now working as a data engineer.

Do you have any questions for herâ”
Let us know in the comments ğŸ’¬

#ExploreDataScience
#DataScientist
#ExploreAI
#MeetTheTeam https://t.co/85FWcnfYmx",Positive
134,2022-08-19 10:16:01+00:00,explore_ai_acad,South Africa,"Can you solve this week's problem? Comment with your answer. ğŸ’¬

#ExploreDataScience
#DataScience
#ProblemSolving https://t.co/eZ4g3nbBoE",Neutral
135,2022-08-18 12:46:04+00:00,explore_ai_acad,South Africa,"Businesses use ETL pipelines to gather and clean the data before storing it in a database. ğŸ“Š 

This establishes consistency and improves the data quality. These data can then be used to identify trends or improve the quality of services.

#ExploreDataScience #DataEngineering https://t.co/QRJ0QheYjZ",Neutral
136,2022-08-16 08:23:07+00:00,explore_ai_acad,South Africa,"Celebrating our women in tech!ğŸ‘©â€ğŸ’» 

We asked our Explorers what they think about entering the tech industry as a woman.

We loved what our Internship Coordinator, Zintle, said about following your passion and â€œDoing it scared!â€

#ExploreDataScience #WomensMonth #WomenInTech https://t.co/rGTGYBvzSM",Positive
137,2022-08-15 13:05:02+00:00,explore_ai_acad,South Africa,"Words from Explorers! ğŸ‘¨â€ğŸš€ 

At Explore Data Science Academy, we believe quality education and a supportive environment encourage our students to live up to their full potential and become industry experts.

Thanks for the great message, Darlington Maposa. https://t.co/QMrMl79TFb",Positive
138,2022-08-12 12:15:09+00:00,explore_ai_acad,South Africa,"This weekâ€™s term is Batch Data. ğŸ“–

Keen to learn more? Head over to our website for information on our Data Engineering course. https://t.co/M4JdGHkpVx

#ExploreDataScience #DataEngineering #TermOfTheWeek #TechSkills #Elearning #BatchData https://t.co/eVduqLAtz9",Neutral
139,2022-08-11 08:48:01+00:00,explore_ai_acad,South Africa,"#MeetTheExplorers ğŸ‘©â€ğŸš€
Maryam is one of our data science course facilitators ğŸ“ 

Do you have any questions for her? Let us know in the comments ğŸ’¬

#ExploreDataScience #ExploreTeam #DataScience #Teacher #TechTeacher #CourseFacilitator https://t.co/Ouw71hWkcz",Neutral
140,2022-08-09 09:44:01+00:00,explore_ai_acad,South Africa,"Growth is like that. It's scary.

At Explore, we encourage growth, and we acknowledge that it is born out of trying circumstances. Seek out the things that scare you, and you're also likely to experience growth ğŸŒ±

#SeekFear this Women's Month. Happy #WomensDay! https://t.co/mr0Jk8TASj",Positive
141,2022-08-08 09:30:32+00:00,explore_ai_acad,South Africa,"As a data scientist, which of the following do you use most often in your role?

#ExploreDataScience #DataScience #TechSkills",Neutral
142,2022-08-05 08:23:04+00:00,explore_ai_acad,South Africa,#StreamingData refers to data continuously generated by a source system and consumed by a target system in near real-time. The ingested data are then transformed for near real-time analytics and written for further processing and manipulation. #ExploreDataScienceAcademy #TechPost https://t.co/d0wVHuVpZ1,Neutral
143,2022-08-04 17:46:03+00:00,explore_ai_acad,South Africa,"There's no question that #DataScience is a rapidly growing field, but only 15% to 22% of data professionals are women. In this article, the author shares why data science is a great career choice for #women. https://t.co/Tuvz1eO0Re

#ExploreDataScience #WomenInTech #TechCareers https://t.co/yN0ZdexkXW",Neutral
144,2022-08-03 10:55:01+00:00,explore_ai_acad,South Africa,"#MeetTheExplorers ğŸ‘©â€ğŸš€

Paulinah is our administrator and campus coordinator and a part of the student success support team. 

Do you have any questions for her? 
Let us know in the comments ğŸ’¬

#ExploreDataScience #MeetTheTeam #Explorers #StudentSuccess #Administrator https://t.co/HFFK7YJJG9",Neutral
145,2022-08-02 08:04:01+00:00,explore_ai_acad,South Africa,"It's that time of the week ğŸ‘

Can you solve this problem?
Comment with your answer ğŸ’¬ 

#ExploreDataScience #DataScience #SolveTheProblem #ProblemSolving #WeeklyProblem https://t.co/Kjk9BNb1fM",Neutral
146,2022-08-01 10:06:01+00:00,explore_ai_acad,South Africa,"From Ada Lovelace, the first computer scientist, to Hedy Lamarr, the inventor of wireless communication. History has shown that innovations led by #WomenInTech have shaped and still impact our world today.

#ExploreDataScience #DataScience #WomensMonth #AdaLovelace #HedyLamarr https://t.co/3a0bg0DvnE",Positive
147,2022-07-29 08:27:05+00:00,explore_ai_acad,South Africa,"Batch data is a set of data records collected over a defined time. Data batches are stored in a single place while they are collected before being sent off to a target destination for further processing. 

#ExploreDataScienceAcademy #DataScience #BatchData #TechSkills https://t.co/mfN1sjamfP",Neutral
148,2022-07-28 15:04:40+00:00,explore_ai_acad,South Africa,"Top 5 skills you'll always need in data science. Do you think there's something missing in this list? 

Share your thoughts in the comments. 

#ExploreDataScienceAcademy #DataScientist #Skills",Neutral
149,2022-07-28 09:03:01+00:00,explore_ai_acad,South Africa,"Our term of the week is Streaming Data. ğŸ“–

Want to know more?  Have a look at our website for information on our Data Engineering course. https://t.co/f2d4DaW8FW 

#ExploreDataScienceAcademy #DataEngineering #TermOfTheWeek #TechSkills #Elearning #StreamingData https://t.co/0blwuObgLO",Neutral
150,2022-07-27 13:09:01+00:00,explore_ai_acad,South Africa,"#MeetTheExplorers ğŸ‘¨ğŸ½â€ğŸš€

EXPLORE AI team member, Blessing, is a data scientist who is happy to contribute to the growth of EXPLORE.

Do you have any questions for himâ”

#ExploreDataScience #DataScientist #ExploreAI #MeetTheTeam https://t.co/TVhQAWbIMu",Positive
151,2022-07-27 07:54:58+00:00,explore_ai_acad,South Africa,#DataQuality #DataInsights #BigData #DataGovernance #Artificial_Intelligence,Neutral
152,2022-07-26 08:08:01+00:00,explore_ai_acad,South Africa,"Time to solve this week's problem. ğŸ‘ 

Comment with your answer ğŸ’¬

#ExploreDataScience #DataScience #SolveTheProblem #ProblemSolving #WeeklyProblem https://t.co/jyqewcMwwg",Neutral
153,2022-07-25 06:40:59+00:00,explore_ai_acad,South Africa,"@abigaelkinini Muzi: 

A typical day involves the following,
- Corresponding with students, mostly to help with course content.
- Planning and or giving webinars.
- Internal meetings.
- Listening to Lofi music ğŸ™‚",Neutral
154,2022-07-25 06:39:44+00:00,explore_ai_acad,South Africa,"@abigaelkinini Andile's day in the life:
Looks at calendar, sees 2 hours free. Plans a random activity for an hour. Works really hard till the task is done. Happy dance. Saying, ""I love my job"" at end of day.",Neutral
155,2022-07-22 08:24:01+00:00,explore_ai_acad,South Africa,"In this article, the author introduces data engineering from the perspective of the data science hierarchy of needs, breaks down what ETL and ELT pipelines are, and touches on the involvement of data warehouses. https://t.co/qAi8Lg4klK 

#DataEngineering #DataScience https://t.co/oNIKtVvfid",Neutral
156,2022-07-21 17:22:02+00:00,explore_ai_acad,South Africa,"Meet the Explorers ğŸ‘¨â€ğŸš€

The goal of our expert #facilitators is to ensure that you, the student, can progress smoothly through the course.

Would you like to learn more about their daily tasks? Comment below. ğŸ‘‡
#dataengineering #ExploreDataScience https://t.co/V4jtYyzMKX",Positive
157,2022-07-20 11:24:01+00:00,explore_ai_acad,South Africa,"Meet the Explorers ğŸ‘¨â€ğŸš€

Becoming an expert in #Python, SQL, databases, and the ins and outs of big data doesnâ€™t happen overnight. Our head teachers are on hand throughout the course to help and guide you. #EXPLOREDataScience #EXPLOREteam #DataEngineering  #TechTeacher https://t.co/u5AfFjyQ2W",Positive
158,2022-07-19 06:52:57+00:00,explore_ai_acad,South Africa,@maposa_d Thank you Darlington.,Positive
159,2022-07-19 06:43:56+00:00,explore_ai_acad,South Africa,@abigaelkinini All Explorers are geeking over Webb's satellite imagery ğŸ¤©.,Positive
160,2022-07-19 06:20:40+00:00,explore_ai_acad,South Africa,@marvel_ero That's the Explore way. ğŸ‘,Positive
161,2022-07-18 11:10:01+00:00,explore_ai_acad,South Africa,"Happy Nelson Mandela day. 
#education #ExploreDataScienceAcademy https://t.co/qFnbABIKYX",Neutral
162,2022-07-15 18:30:07+00:00,explore_ai_acad,South Africa,"This comprehensive guide by @TechTarget explains what #datascience is, how it works, and why it's important to organisations. https://t.co/R6gJTHcwV8 

#innovation #ExploreDataScience https://t.co/sPQ8qFo3bx",Neutral
163,2022-07-14 17:26:02+00:00,explore_ai_acad,South Africa,"Meet the Explorers ğŸ‘¨â€ğŸš€

Our facilitators are problem solvers, skilled communicators, #Python  experts, and your go-to academic support system. 

Do you have any questions for Trevor, Maryam, Nomfundo, John, Claudia, Elizabeth, Gabe, or Chad?

#DataScience  #teamexplore https://t.co/LWD1m5CrVx",Neutral
164,2022-07-14 11:21:45+00:00,explore_ai_acad,South Africa,"@abigaelkinini Abigael, thank you for continuously engaging with ExploreğŸ˜€.",Positive
165,2022-07-14 11:16:25+00:00,explore_ai_acad,South Africa,Zintle - Here's my LinkedIn profile https://t.co/LIrjLk1qXP,Neutral
166,2022-07-14 11:16:25+00:00,explore_ai_acad,South Africa,"Zintle - Getting into the tech world was intimidating at first, especially because I came from a biology background and everyone felt like they belong more than I did. Once I realised that I am just as good I felt less intimidated and it became easier for me to own the space.",Positive
167,2022-07-14 11:16:24+00:00,explore_ai_acad,South Africa,"Nolwazi - In my case I can't say it was hard, I come from a STEM background (Mathematics). I was already accustomed to a similar environment. Yes I do mentor.",Positive
168,2022-07-14 11:16:23+00:00,explore_ai_acad,South Africa,"@abigaelkinini 

Raisa - Navigating the tech environment has been surprisingly easy - it depends on the diversity of your working environment. We offer mentorship to students and interns at EXPLORE.",Positive
169,2022-07-13 12:46:12+00:00,explore_ai_acad,South Africa,Keep an eye out for the next puzzle @solidStreams https://t.co/qCcyy3kg02,Neutral
170,2022-07-13 11:25:01+00:00,explore_ai_acad,South Africa,"Meet the Explorers ğŸ‘¨â€ğŸš€
Our head teachers are far from your typical #tech nerds. Yes, theyâ€™re #data experts, but itâ€™s their personalities and attitudes that got them hired.

Do you have any questions for Okello, Zintle, Reo, James, Nolwazi, Raisa or Chris? https://t.co/kNgcycWCSj",Neutral
171,2022-07-11 12:57:01+00:00,explore_ai_acad,South Africa,"Welcome future Explorers, you are now a part of the revolution!

We are pleased to have you on board as we look forward to a new frontier. Thank you for choosing EXPLORE as your provider of life-changing skills. To infinity and beyond! ğŸš€
#JoinTheRevolution https://t.co/pjLd746MH3",Positive
172,2022-07-08 18:28:01+00:00,explore_ai_acad,South Africa,"Clustering, Association and Dimensionality Reduction are three of the Unsupervised Learning Methods. Have a look at this visual to see how each one of these techniques works. 

#EXPLOREDataScience #DataScience #MachineLearning #UnsupervisedLearning #TechSkills #UpSkill #4IR https://t.co/8ADgiWIpQ3",Neutral
173,2022-07-08 14:28:00+00:00,explore_ai_acad,South Africa,"ğŸ¥³Congratulations. @Ifunanya082, @Abdul_Afeez99 @solidStreams and @a_druza https://t.co/JM6mTKXSm0",Positive
174,2022-07-07 17:41:01+00:00,explore_ai_acad,South Africa,"Where is unsupervised learning used? Almost every part of our lives contains some form of unsupervised learning, even social media. 

#EXPLOREDataScience #DataScience #MachineLearning #UnsupervisedLearning #TechSkills #Elearning #4IR https://t.co/PHFo6ErteJ",Neutral
175,2022-07-06 11:02:01+00:00,explore_ai_acad,South Africa,"Meet the EXPLORERs ğŸ‘¨â€ğŸš€ 
Kieran is not only the voice of our video content but also the Marketing Manager for the Academy.  Do you have any questions for him? 

Let us know in the comments ğŸ’¬  
#EXPLOREDataScience #MarketingManager #TheVoice #EXPLORER https://t.co/H9ZjAUSzwy",Neutral
176,2022-07-05 08:30:02+00:00,explore_ai_acad,South Africa,"The foundation of being a good data scientist is being an excellent problem solver. 
Keep an eye out for our weekly problem and see how fast you can solve it. 
Remember to comment with your answer. ğŸ’¬ 

#EXPLOREDataScience #DataScience #SolveTheProblem #ProblemSolving https://t.co/W1uKrTGG4K",Neutral
177,2022-07-04 13:15:04+00:00,explore_ai_acad,South Africa,"Our students are starting their final chapter of learning this week, unsupervised learning. These algorithms find patterns or groups in data without the supervision of humans. Think Netflix

#EXPLOREDataScience #DataScience #MachineLearning #TechSkills #Elearning #4IR #Netflix https://t.co/mv4Suj4nlV",Neutral
178,2022-07-01 10:14:01+00:00,explore_ai_acad,South Africa,"Do you know what the answer is? 
Comment to let us know ğŸ’¬ 

#EXPLOREDataScience #ProblemSolving #SolveTheProblem https://t.co/ONqd3dbnQ9",Neutral
179,2022-06-30 12:09:01+00:00,explore_ai_acad,South Africa,"You can explore the open-source projects using the following links:

1. Coronavirus Tweets NLP - Text Classification: https://t.co/Ec1rGMfGhE
2. Source-Based Fake News Classification: https://t.co/VbVvWp2PSZ
3. Spam Text Message Classification: https://t.co/zvEFGmuiJb

#Kaggle https://t.co/vMmUpxyGcQ",Neutral
180,2022-06-29 14:13:01+00:00,explore_ai_acad,South Africa,"Online communities can help you navigate the world of data science through forums and collaboration. Participating in some challenges can help you build a repository of experience to show to your potential employers.

#ExploreDataScience #DataAnalytics #DataScience #Kaggle #Zindi https://t.co/quRMEHlmOg",Neutral
181,2022-06-28 08:28:01+00:00,explore_ai_acad,South Africa,"Classification problems can be found in almost all spheres of life. Here are a few examples of how classification can be used.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #AI #UpSkill #Elearning #4IR https://t.co/jqODYEsHZv",Neutral
182,2022-06-27 13:11:01+00:00,explore_ai_acad,South Africa,"What skills and tools do you need to be a machine learning engineer? Comment and let us know if you can think of any other.

#ExploreDataScience #DataScientist #MachineLearningEngineer #Skills #UpSkill #TechSkills #Tools #Mathematics #Programming #Statistics #ProblemSolving #4IR https://t.co/VwMV9wyiAL",Neutral
183,2022-06-24 12:33:45+00:00,explore_ai_acad,South Africa,"@abigaelkinini 2. Yes, practice is very important. Keeping the coding muscle active is imperative! Because the field is so dynamic, it is also important to keep up to date with the latest methods.",Positive
184,2022-06-24 12:32:41+00:00,explore_ai_acad,South Africa,"@abigaelkinini 1. I do not have any interns at the moment, since I've just started at EXPLORE. Looking forward to taking on some in the future.",Positive
185,2022-06-24 08:44:26+00:00,explore_ai_acad,South Africa,"What's your favourite way of learning new skills that help you at work or in building your portfolio?

If your method is not listed, leave your answer in the comments. 

#TechSkills #Upskill #Elearning",Neutral
186,2022-06-23 09:57:01+00:00,explore_ai_acad,South Africa,"Meet the EXPLORERs ğŸ‘©â€ğŸš€
Raisa is one of our data science course facilitators. Do you have any questions for her?

Let us know in the comments ğŸ’¬

#EXPLOREDataScience #EXPLOREteam #DataScience #Teacher #TechTeacher #CourseFacilitator https://t.co/5ov2yTZdy6",Neutral
187,2022-06-22 11:18:01+00:00,explore_ai_acad,South Africa,"What statistical metrics can we use to test the performance of your classification model? 

#EXPLOREDataScience #DataScience #MachineLearning #Classification #Statistics #TechSkills #Upskill #Elearning #4IR #AI https://t.co/jKo1tZmUhm",Neutral
188,2022-06-21 14:25:02+00:00,explore_ai_acad,South Africa,"It is important to always test your models. This will confirm that you have the best possible model and that it is accurately describing the underlying dataset.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #AI #UpSkill #Elearning #4IR https://t.co/p3sxDuStr9",Neutral
189,2022-06-20 13:12:01+00:00,explore_ai_acad,South Africa,"There exist multiple classification models to address categorisation in machine learning. These are some of the basic models that you should learn to get a good grasp of classification models.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning https://t.co/3iznjxN4Mp",Neutral
190,2022-06-17 13:45:03+00:00,explore_ai_acad,South Africa,"What skills and tools do you need to be a data engineer? Comment and let us know if you can think of any other.

#ExploreDataScience #DataEngineer #Skills #UpSkill #TechSkills #Tools #Mathematics #Programming #Statistics #ProblemSolving #4IR https://t.co/TTsGsHiHXZ",Neutral
191,2022-06-16 12:05:02+00:00,explore_ai_acad,South Africa,"Binary classification deals with data that can fall into one of two categories, whereas multi-class classification deals with data that can fit into one of the multiple categories available.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning https://t.co/JPqRhJwRW9",Neutral
192,2022-06-15 11:19:01+00:00,explore_ai_acad,South Africa,"Classification problems are a subset of machine learning problems where we attempt to categorise data into specific classes. 

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #AI #UpSkill #Elearning #4IR https://t.co/vsWLpjsBZL",Neutral
193,2022-06-14 12:17:01+00:00,explore_ai_acad,South Africa,"How do careers in data relate to the data science process? ğŸ’» 

Our courses will equip you with the right skills to follow these career paths. 
Enrol now - https://t.co/f2d4DaW8FW.

#EXPLOREDataScience #DataScientist #DataEngineer #DataAnalyst #MachineLearningEngineer #TechCareer https://t.co/qn1IavVOZu",Neutral
194,2022-06-13 12:57:01+00:00,explore_ai_acad,South Africa,"Meet the EXPLORERs ğŸ‘©â€ğŸš€ 
Zintle is one of our head data science teachers. Do you have any questions for her?

Let us know in the comments ğŸ’¬ 

#EXPLOREDataScience #EXPLOREteam #Teacher #DataScience #TechTeacher https://t.co/PMtt16nHfM",Neutral
195,2022-06-10 10:13:03+00:00,explore_ai_acad,South Africa,"Did you know that you can take your regression EDA one step further with the Python statsmodels library? Statsmodels has a simple summary function that provides many metrics, including a coefficients table.

Read more here: https://t.co/kssjvQUy7H

#EXPLOREDataScience #EDA https://t.co/H8BOmq4cBG",Neutral
196,2022-06-09 14:27:02+00:00,explore_ai_acad,South Africa,"How do you know if your regression model is any good? We use statistics!

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #Regression #UpSkill #Elearning #4IR https://t.co/uUgUqQsAJ0",Neutral
197,2022-06-08 16:41:01+00:00,explore_ai_acad,South Africa,"Simple linear regression can easily be implemented in Python using Sklearn or statsmodels libraries. Other valuable libraries include NumPy, pandas, and matplotlib.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #Regression #UpSkill #4IR https://t.co/22jZ8WN4fm",Neutral
198,2022-06-07 18:29:01+00:00,explore_ai_acad,South Africa,"We can choose the most appropriate regression model based on the types of variables and relationships. EDA (Exploratory Data Analysis) should give us all the information to make this decision.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering  #MachineLearning https://t.co/alwdrrmzBT",Neutral
199,2022-06-07 10:02:01+00:00,explore_ai_acad,South Africa,"There's less than one week left to apply! âŒ› 
What are you waiting for? 

Enrol now - https://t.co/f2d4DaW8FW.

#ExploreDataScience #DataScience #DataEngineering #DataAnalytics #Upskill #TechSkills #Elearning #TechCareers #EnrolNow https://t.co/N2ySHHcI56",Neutral
